onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	19	2	8	312	15
16	4	0	0	1	1	1	96	1
22	4	0	0	4	1	3	144	6
34	4	0	0	14	1	2	120	4
46	4	0	0	7	2	7	288	13
52	4	0	0	2	1	1	96	2
58	4	0	0	6	1	5	192	10
64	4	0	0	17	1	6	216	11
76	4	0	0	13	1	2	120	3
82	4	0	0	23	2	12	48	23
88	4	0	0	11	2	11	24	21
94	4	0	0	16	1	4	168	8
100	4	0	0	10	2	9	336	18
106	4	0	0	24	2	12	48	24
112	4	0	0	20	2	8	312	16
124	4	0	0	18	1	6	216	12
130	4	0	0	21	2	10	360	19
136	4	0	0	8	2	7	288	14
142	4	0	0	3	1	3	144	5
154	4	0	0	15	1	4	168	7
160	4	0	0	22	2	10	360	20
172	4	0	0	5	1	5	192	9
178	4	0	0	12	2	11	24	22
184	4	0	0	9	2	9	336	17
190	4	0	0	10	2	9	336	18
196	4	0	0	13	1	2	120	3
202	4	0	0	3	1	3	144	5
214	4	0	0	11	2	11	24	21
220	4	0	0	2	1	1	96	2
226	4	0	0	8	2	7	288	14
232	4	0	0	23	2	12	48	23
238	4	0	0	22	2	10	360	20
244	4	0	0	21	2	10	360	19
250	4	0	0	16	1	4	168	8
262	4	0	0	20	2	8	312	16
274	4	0	0	15	1	4	168	7
286	4	0	0	5	1	5	192	9
292	4	0	0	14	1	2	120	4
298	4	0	0	12	2	11	24	22
304	4	0	0	17	1	6	216	11
310	4	0	0	19	2	8	312	15
316	4	0	0	1	1	1	96	1
322	4	0	0	24	2	12	48	24
328	4	0	0	18	1	6	216	12
334	4	0	0	9	2	9	336	17
346	4	0	0	7	2	7	288	13
358	4	0	0	6	1	5	192	10
364	4	0	0	4	1	3	144	6
