onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	15	1	4	240	7
14	2	0	0	16	1	4	240	8
22	2	0	0	21	2	10	72	19
26	2	0	0	3	1	3	216	5
34	2	0	0	2	1	1	168	2
42	2	0	0	18	1	6	288	12
46	2	0	0	8	2	7	360	14
50	2	0	0	20	2	8	24	16
54	2	0	0	12	2	11	96	22
62	2	0	0	6	1	5	264	10
66	2	0	0	24	2	12	120	24
70	2	0	0	11	2	11	96	21
74	2	0	0	10	2	9	48	18
78	2	0	0	7	2	7	360	13
82	2	0	0	1	1	1	168	1
86	2	0	0	5	1	5	264	9
94	2	0	0	14	1	2	192	4
98	2	0	0	19	2	8	24	15
102	2	0	0	9	2	9	48	17
106	2	0	0	17	1	6	288	11
110	2	0	0	22	2	10	72	20
114	2	0	0	23	2	12	120	23
118	2	0	0	4	1	3	216	6
122	2	0	0	13	1	2	192	3
126	2	0	0	12	2	11	96	22
130	2	0	0	21	2	10	72	19
138	2	0	0	1	1	1	168	1
142	2	0	0	17	1	6	288	11
146	2	0	0	7	2	7	360	13
154	2	0	0	9	2	9	48	17
162	2	0	0	24	2	12	120	24
166	2	0	0	18	1	6	288	12
170	2	0	0	16	1	4	240	8
174	2	0	0	11	2	11	96	21
178	2	0	0	5	1	5	264	9
186	2	0	0	8	2	7	360	14
190	2	0	0	3	1	3	216	5
194	2	0	0	19	2	8	24	15
198	2	0	0	2	1	1	168	2
202	2	0	0	13	1	2	192	3
206	2	0	0	10	2	9	48	18
210	2	0	0	15	1	4	240	7
214	2	0	0	20	2	8	24	16
222	2	0	0	14	1	2	192	4
230	2	0	0	22	2	10	72	20
234	2	0	0	4	1	3	216	6
242	2	0	0	6	1	5	264	10
246	2	0	0	23	2	12	120	23
