onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	23	2	12	120	23
14	2	0	0	1	1	1	168	1
18	2	0	0	12	2	11	96	22
22	2	0	0	3	1	3	216	5
26	2	0	0	9	2	9	48	17
30	2	0	0	2	1	1	168	2
34	2	0	0	19	2	8	24	15
38	2	0	0	24	2	12	120	24
42	2	0	0	16	1	4	240	8
46	2	0	0	21	2	10	72	19
50	2	0	0	22	2	10	72	20
54	2	0	0	10	2	9	48	18
58	2	0	0	4	1	3	216	6
62	2	0	0	11	2	11	96	21
70	2	0	0	8	2	7	360	14
74	2	0	0	18	1	6	288	12
78	2	0	0	14	1	2	192	4
82	2	0	0	5	1	5	264	9
90	2	0	0	20	2	8	24	16
94	2	0	0	17	1	6	288	11
98	2	0	0	6	1	5	264	10
102	2	0	0	13	1	2	192	3
106	2	0	0	7	2	7	360	13
114	2	0	0	15	1	4	240	7
122	2	0	0	23	2	12	120	23
126	2	0	0	18	1	6	288	12
134	2	0	0	12	2	11	96	22
142	2	0	0	11	2	11	96	21
150	2	0	0	15	1	4	240	7
158	2	0	0	10	2	9	48	18
162	2	0	0	9	2	9	48	17
166	2	0	0	8	2	7	360	14
170	2	0	0	7	2	7	360	13
174	2	0	0	5	1	5	264	9
178	2	0	0	6	1	5	264	10
182	2	0	0	1	1	1	168	1
186	2	0	0	3	1	3	216	5
190	2	0	0	17	1	6	288	11
194	2	0	0	4	1	3	216	6
202	2	0	0	16	1	4	240	8
206	2	0	0	2	1	1	168	2
210	2	0	0	21	2	10	72	19
218	2	0	0	14	1	2	192	4
222	2	0	0	22	2	10	72	20
226	2	0	0	24	2	12	120	24
234	2	0	0	20	2	8	24	16
238	2	0	0	19	2	8	24	15
246	2	0	0	13	1	2	192	3
