onset	duration	response	response_time	obj	group	pair	color	item
10	2	0	0	17	1	6	288	11
18	2	0	0	21	2	10	72	19
22	2	0	0	22	2	10	72	20
26	2	0	0	4	1	3	216	6
30	2	0	0	16	1	4	240	8
34	2	0	0	8	2	7	360	14
42	2	0	0	3	1	3	216	5
46	2	0	0	6	1	5	264	10
50	2	0	0	18	1	6	288	12
54	2	0	0	24	2	12	120	24
58	2	0	0	12	2	11	96	22
62	2	0	0	10	2	9	48	18
66	2	0	0	9	2	9	48	17
70	2	0	0	2	1	1	168	2
74	2	0	0	23	2	12	120	23
78	2	0	0	19	2	8	24	15
82	2	0	0	11	2	11	96	21
86	2	0	0	7	2	7	360	13
90	2	0	0	15	1	4	240	7
94	2	0	0	14	1	2	192	4
98	2	0	0	13	1	2	192	3
106	2	0	0	5	1	5	264	9
110	2	0	0	1	1	1	168	1
118	2	0	0	20	2	8	24	16
122	2	0	0	17	1	6	288	11
126	2	0	0	8	2	7	360	14
134	2	0	0	20	2	8	24	16
138	2	0	0	12	2	11	96	22
142	2	0	0	18	1	6	288	12
150	2	0	0	2	1	1	168	2
154	2	0	0	1	1	1	168	1
162	2	0	0	4	1	3	216	6
166	2	0	0	9	2	9	48	17
170	2	0	0	23	2	12	120	23
174	2	0	0	3	1	3	216	5
178	2	0	0	6	1	5	264	10
186	2	0	0	21	2	10	72	19
190	2	0	0	7	2	7	360	13
194	2	0	0	10	2	9	48	18
198	2	0	0	11	2	11	96	21
202	2	0	0	15	1	4	240	7
210	2	0	0	13	1	2	192	3
218	2	0	0	22	2	10	72	20
226	2	0	0	16	1	4	240	8
230	2	0	0	19	2	8	24	15
234	2	0	0	24	2	12	120	24
238	2	0	0	5	1	5	264	9
246	2	0	0	14	1	2	192	4
