onset	duration	response	response_time	obj	group	pair	color	item
10	4	0	0	20	2	8	336	16
16	4	0	0	5	1	5	216	9
22	4	0	0	17	1	6	240	11
34	4	0	0	24	2	12	72	24
40	4	0	0	14	1	2	144	4
52	4	0	0	7	2	7	312	13
58	4	0	0	19	2	8	336	15
64	4	0	0	11	2	11	48	21
76	4	0	0	16	1	4	192	8
88	4	0	0	18	1	6	240	12
94	4	0	0	13	1	2	144	3
106	4	0	0	12	2	11	48	22
112	4	0	0	8	2	7	312	14
118	4	0	0	2	1	1	120	2
124	4	0	0	1	1	1	120	1
130	4	0	0	10	2	9	360	18
136	4	0	0	23	2	12	72	23
142	4	0	0	15	1	4	192	7
148	4	0	0	9	2	9	360	17
154	4	0	0	4	1	3	168	6
160	4	0	0	6	1	5	216	10
172	4	0	0	3	1	3	168	5
178	4	0	0	21	2	10	24	19
184	4	0	0	22	2	10	24	20
190	4	0	0	18	1	6	240	12
196	4	0	0	16	1	4	192	8
202	4	0	0	19	2	8	336	15
208	4	0	0	17	1	6	240	11
214	4	0	0	4	1	3	168	6
226	4	0	0	20	2	8	336	16
238	4	0	0	21	2	10	24	19
244	4	0	0	11	2	11	48	21
256	4	0	0	15	1	4	192	7
262	4	0	0	6	1	5	216	10
268	4	0	0	22	2	10	24	20
274	4	0	0	14	1	2	144	4
280	4	0	0	3	1	3	168	5
286	4	0	0	10	2	9	360	18
292	4	0	0	23	2	12	72	23
298	4	0	0	12	2	11	48	22
304	4	0	0	8	2	7	312	14
310	4	0	0	5	1	5	216	9
316	4	0	0	7	2	7	312	13
328	4	0	0	2	1	1	120	2
334	4	0	0	1	1	1	120	1
346	4	0	0	9	2	9	360	17
352	4	0	0	13	1	2	144	3
364	4	0	0	24	2	12	72	24
